,original_word,tokenized_by_bert
9061,"spaltprodukte
","['spa', '##lt', '##pro', '##duk', '##te']"
9062,"fet
","['fe', '##t']"
9063,"skull
",['skull']
9064,"##fin
","['#', '#', 'fin']"
9065,"nécessaire
","['nec', '##ess', '##aire']"
9066,"striking
",['striking']
9067,"repository
",['repository']
9068,"cryostat
","['cry', '##osta', '##t']"
9069,"workshop
",['workshop']
9070,"hemtpohob
","['hem', '##tp', '##oh', '##ob']"
9071,"popular
",['popular']
9072,"reflectivity
","['reflect', '##ivity']"
9073,"stellite
","['ste', '##lli', '##te']"
9074,"hydrolysis
","['hydro', '##lysis']"
9075,"ergab
","['er', '##ga', '##b']"
9076,"mwdtonne
","['mw', '##dt', '##onne']"
9077,"courant
","['co', '##ura', '##nt']"
9078,"gadolinium
","['ga', '##do', '##lini', '##um']"
9079,"hoist
","['ho', '##ist']"
9080,"conductive
","['conduct', '##ive']"
9081,"consistency
",['consistency']
9082,"##ars
","['#', '#', 'ars']"
9083,"temporal
",['temporal']
9084,"##zon
","['#', '#', 'z', '##on']"
9085,"bestimmung
","['best', '##im', '##mun', '##g']"
9086,"##pun
","['#', '#', 'pun']"
9087,"radiant
",['radiant']
9088,"warning
",['warning']
9089,"shel
","['she', '##l']"
9090,"graduate
",['graduate']
9091,"market
",['market']
9092,"igc
","['i', '##gc']"
9093,"incorporates
",['incorporates']
9094,"##rar
","['#', '#', 'ra', '##r']"
9095,"##sio
","['#', '#', 'si', '##o']"
9096,"##ias
","['#', '#', 'ia', '##s']"
9097,"clamping
","['cl', '##amp', '##ing']"
9098,"hci
","['hc', '##i']"
9099,"orifices
","['or', '##ifice', '##s']"
9100,"##tung
","['#', '#', 'tung']"
9101,"spectres
","['spec', '##tres']"
9102,"##fig
","['#', '#', 'fig']"
9103,"routinely
",['routinely']
9104,"ence
","['en', '##ce']"
9105,"arn
","['ar', '##n']"
9106,"##arm
","['#', '#', 'arm']"
9107,"##mixing
","['#', '#', 'mixing']"
9108,"esr
","['es', '##r']"
9109,"nou
","['no', '##u']"
9110,"transmitt
","['transmit', '##t']"
9111,"cathodes
","['cat', '##ho', '##des']"
9112,"deflections
","['def', '##le', '##ctions']"
9113,"mst
","['ms', '##t']"
9114,"##metric
","['#', '#', 'metric']"
9115,"enabled
",['enabled']
9116,"##kl
","['#', '#', 'k', '##l']"
9117,"cue
",['cue']
9118,"pont
",['pont']
9119,"sonic
",['sonic']
9120,"pia
",['pia']
9121,"interatom
","['inter', '##ato', '##m']"
9122,"acknowledgments
","['ac', '##k', '##now', '##led', '##gm', '##ents']"
9123,"absorbers
","['absorb', '##ers']"
9124,"##hg
","['#', '#', 'h', '##g']"
9125,"technol
","['techno', '##l']"
9126,"disturb
",['disturb']
9127,"characteriz
","['character', '##iz']"
9128,"##ann
","['#', '#', 'ann']"
9129,"##enen
","['#', '#', 'en', '##en']"
9130,"berechnet
","['be', '##re', '##ch', '##net']"
9131,"aol
","['ao', '##l']"
9132,"thousand
",['thousand']
9133,"exploit
",['exploit']
9134,"bracket
",['bracket']
9135,"superalloy
","['super', '##all', '##oy']"
9136,"propagate
","['prop', '##aga', '##te']"
9137,"##iter
","['#', '#', 'it', '##er']"
9138,"barre
",['barre']
9139,"connecticut
",['connecticut']
9140,"switzerland
",['switzerland']
9141,"verbunden
","['verb', '##und', '##en']"
9142,"dividing
",['dividing']
9143,"mcgrawhill
","['mcgraw', '##hill']"
9144,"anwendung
","['an', '##wen', '##dun', '##g']"
9145,"countercurrent
","['counter', '##cu', '##rre', '##nt']"
9146,"unnecessary
",['unnecessary']
9147,"ahead
",['ahead']
9148,"octahedral
","['oct', '##ah', '##ed', '##ral']"
9149,"mur
","['mu', '##r']"
9150,"##ays
","['#', '#', 'a', '##ys']"
9151,"cart
",['cart']
9152,"brackets
",['brackets']
9153,"spalling
","['spa', '##lling']"
9154,"init
","['in', '##it']"
9155,"##éd
","['#', '#', 'ed']"
9156,"rejected
",['rejected']
9157,"titanb
","['titan', '##b']"
9158,"##ehma
","['#', '#', 'eh', '##ma']"
9159,"##rmodynamically
","['#', '#', 'rm', '##od', '##yna', '##mic', '##ally']"
9160,"hag
","['ha', '##g']"
9161,"##scs
","['#', '#', 'sc', '##s']"
9162,"damages
",['damages']
9163,"bericht
","['be', '##rich', '##t']"
9164,"eda
","['ed', '##a']"
9165,"purchased
",['purchased']
9166,"##ille
","['#', '#', 'ill', '##e']"
9167,"silt
","['si', '##lt']"
9168,"aciers
","['ac', '##iers']"
9169,"sieve
","['si', '##eve']"
9170,"drilling
",['drilling']
9171,"softer
",['softer']
9172,"scientists
",['scientists']
9173,"anordnung
","['an', '##ord', '##nu', '##ng']"
9174,"##vig
","['#', '#', 'vi', '##g']"
9175,"##oxid
","['#', '#', 'ox', '##id']"
9176,"##programm
","['#', '#', 'program', '##m']"
9177,"mixer
",['mixer']
9178,"routes
",['routes']
9179,"lof
","['lo', '##f']"
9180,"matched
",['matched']
9181,"lt
",['lt']
9182,"##ures
","['#', '#', 'ur', '##es']"
9183,"orm
","['or', '##m']"
9184,"##oratory
","['#', '#', 'or', '##atory']"
9185,"catalysts
","['catalyst', '##s']"
9186,"dort
","['do', '##rt']"
9187,"##crystal
","['#', '#', 'crystal']"
9188,"##analysis
","['#', '#', 'analysis']"
9189,"##tech
","['#', '#', 'tech']"
9190,"cus
","['cu', '##s']"
9191,"##uet
","['#', '#', 'u', '##et']"
9192,"##nor
","['#', '#', 'nor']"
9193,"##ami
","['#', '#', 'ami']"
9194,"##thing
","['#', '#', 'thing']"
9195,"wii
",['wii']
9196,"secret
",['secret']
9197,"wid
","['wi', '##d']"
9198,"bod
","['bo', '##d']"
9199,"ume
","['um', '##e']"
9200,"forth
",['forth']
9201,"lett
","['let', '##t']"
9202,"faire
","['fair', '##e']"
9203,"chimney
",['chimney']
9204,"générateur
","['generate', '##ur']"
9205,"##rop
","['#', '#', 'ro', '##p']"
9206,"##iso
","['#', '#', 'iso']"
9207,"biased
",['biased']
9208,"##alakshmi
","['#', '#', 'ala', '##ks', '##hmi']"
9209,"oscilloscope
","['os', '##ci', '##llo', '##scope']"
9210,"oscillating
","['os', '##ci', '##lla', '##ting']"
9211,"venkataraman
","['ve', '##nka', '##tara', '##man']"
9212,"cartridge
",['cartridge']
9213,"natesan
","['nate', '##san']"
9214,"fabricating
","['fabric', '##ating']"
9215,"depleteduranium
","['depleted', '##ura', '##nium']"
9216,"counterchamber
","['counter', '##cha', '##mber']"
9217,"reconstruction
",['reconstruction']
9218,"rack
",['rack']
9219,"perimeter
",['perimeter']
9220,"marag
","['mara', '##g']"
9221,"spacers
","['space', '##rs']"
9222,"##terms
","['#', '#', 'terms']"
9223,"nah
",['nah']
9224,"arrét
","['ar', '##ret']"
9225,"noissi
","['no', '##iss', '##i']"
9226,"opposed
",['opposed']
9227,"mwdton
","['mw', '##dt', '##on']"
9228,"ionscm
","['ions', '##cm']"
9229,"sims
",['sims']
9230,"dete
","['det', '##e']"
9231,"mei
",['mei']
9232,"##kk
","['#', '#', 'k', '##k']"
9233,"sinha
","['sin', '##ha']"
9234,"sinusoidal
","['sin', '##uso', '##idal']"
9235,"dae
","['da', '##e']"
9236,"##toa
","['#', '#', 'to', '##a']"
9237,"plu
","['pl', '##u']"
9238,"##nte
","['#', '#', 'nt', '##e']"
9239,"flr
","['fl', '##r']"
9240,"zse
","['z', '##se']"
9241,"seit
","['se', '##it']"
9242,"coz
","['co', '##z']"
9243,"adopt
",['adopt']
9244,"frames
",['frames']
9245,"##sser
","['#', '#', 'ss', '##er']"
9246,"mh
","['m', '##h']"
9247,"hydrodynamics
","['hydro', '##dy', '##nami', '##cs']"
9248,"usec
","['use', '##c']"
9249,"micelles
","['mice', '##lles']"
9250,"zi
","['z', '##i']"
9251,"atg
","['at', '##g']"
9252,"##xg
","['#', '#', 'x', '##g']"
9253,"##bg
","['#', '#', 'b', '##g']"
9254,"send
",['send']
9255,"hh
","['h', '##h']"
9256,"tao
",['tao']
9257,"##kosten
","['#', '#', 'ko', '##sten']"
9258,"##besondere
","['#', '#', 'be', '##son', '##der', '##e']"
9259,"prototypical
","['proto', '##typical']"
9260,"lac
",['lac']
9261,"##vers
","['#', '#', 've', '##rs']"
9262,"##oug
","['#', '#', 'ou', '##g']"
9263,"leach
",['leach']
9264,"tew
","['te', '##w']"
9265,"kritische
","['k', '##rit', '##ische']"
9266,"fractured
",['fractured']
9267,"##gre
","['#', '#', 'gr', '##e']"
9268,"optics
",['optics']
9269,"beginn
","['begin', '##n']"
9270,"paq
","['pa', '##q']"
9271,"ada
",['ada']
9272,"elaborate
",['elaborate']
9273,"ogo
","['og', '##o']"
9274,"beaker
","['beak', '##er']"
9275,"nucléaire
","['nu', '##cle', '##aire']"
9276,"wavenumber
","['wave', '##num', '##ber']"
9277,"##welded
","['#', '#', 'welded']"
9278,"##jon
","['#', '#', 'jon']"
9279,"angeordnet
","['ang', '##eo', '##rd', '##net']"
9280,"consecutive
",['consecutive']
9281,"financial
",['financial']
9282,"gegeniiber
","['ge', '##gen', '##ii', '##ber']"
9283,"hardfacing
","['hard', '##fa', '##cing']"
9284,"parabolic
","['para', '##bolic']"
9285,"sawhill
","['saw', '##hill']"
9286,"mirror
",['mirror']
9287,"fusible
","['fu', '##sible']"
9288,"particulier
","['part', '##ic', '##uli', '##er']"
9289,"nanoporous
","['nano', '##por', '##ous']"
9290,"insoluble
","['ins', '##ol', '##ub', '##le']"
9291,"orgjap
","['org', '##ja', '##p']"
9292,"fluorination
","['flu', '##orin', '##ation']"
9293,"tabulation
","['tab', '##ulation']"
9294,"posttest
","['post', '##test']"
9295,"betrachtet
","['bet', '##rac', '##ht', '##et']"
9296,"kjmol
","['k', '##jm', '##ol']"
9297,"exploitation
",['exploitation']
9298,"false
",['false']
9299,"eam
","['ea', '##m']"
9300,"iss
",['iss']
9301,"went
",['went']
9302,"atl
","['at', '##l']"
9303,"bottle
",['bottle']
9304,"tez
","['te', '##z']"
9305,"theorem
",['theorem']
9306,"##bank
","['#', '#', 'bank']"
9307,"relays
","['relay', '##s']"
9308,"oa
","['o', '##a']"
9309,"spreading
",['spreading']
9310,"hydroxyl
","['hydro', '##xy', '##l']"
9311,"dno
","['d', '##no']"
9312,"yse
","['y', '##se']"
9313,"suppressed
",['suppressed']
9314,"comprised
",['comprised']
9315,"##ico
","['#', '#', 'ic', '##o']"
9316,"##ihs
","['#', '#', 'i', '##hs']"
9317,"##opa
","['#', '#', 'op', '##a']"
9318,"meth
","['met', '##h']"
9319,"hog
",['hog']
9320,"food
",['food']
9321,"definitely
",['definitely']
9322,"branches
",['branches']
9323,"yolo
","['yo', '##lo']"
9324,"yv
","['y', '##v']"
9325,"##orp
","['#', '#', 'or', '##p']"
9326,"##tzt
","['#', '#', 't', '##z', '##t']"
9327,"hoped
",['hoped']
9328,"##ulated
","['#', '#', 'ul', '##ated']"
9329,"exc
","['ex', '##c']"
9330,"##fu
","['#', '#', 'fu']"
9331,"cg
","['c', '##g']"
9332,"lod
","['lo', '##d']"
9333,"cf
",['cf']
9334,"asv
","['as', '##v']"
9335,"captured
",['captured']
9336,"bleed
",['bleed']
9337,"wise
",['wise']
9338,"culture
",['culture']
9339,"appropriately
",['appropriately']
9340,"vac
","['va', '##c']"
9341,"##cur
","['#', '#', 'cu', '##r']"
9342,"##anlage
","['#', '#', 'an', '##lage']"
9343,"goa
",['goa']
9344,"peq
","['pe', '##q']"
9345,"hir
","['hi', '##r']"
9346,"stre
","['st', '##re']"
9347,"expl
","['ex', '##pl']"
9348,"##hem
","['#', '#', 'hem']"
9349,"warrant
",['warrant']
9350,"##ros
","['#', '#', 'ro', '##s']"
9351,"manifest
",['manifest']
9352,"pte
","['pt', '##e']"
9353,"druckverlust
","['dr', '##uck', '##ver', '##lus', '##t']"
9354,"vendors
",['vendors']
9355,"energ
","['en', '##er', '##g']"
9356,"##nog
","['#', '#', 'no', '##g']"
9357,"##amine
","['#', '#', 'amin', '##e']"
9358,"mad
",['mad']
9359,"untersuchung
","['un', '##ters', '##uch', '##ung']"
9360,"photoacoustic
","['photo', '##aco', '##ust', '##ic']"
9361,"hydrocarbon
","['hydro', '##carbon']"
9362,"facet
","['face', '##t']"
9363,"interlock
","['inter', '##lock']"
9364,"aa
",['aa']
9365,"disks
",['disks']
9366,"batiments
","['bat', '##ime', '##nts']"
9367,"supersaturation
","['super', '##sat', '##uration']"
9368,"photocatalytic
","['photo', '##cat', '##aly', '##tic']"
9369,"probabilistic
","['pro', '##ba', '##bilis', '##tic']"
9370,"étanchéité
","['eta', '##nche', '##ite']"
9371,"orgaboutrights
","['org', '##ab', '##out', '##right', '##s']"
9372,"excluding
",['excluding']
9373,"hungary
",['hungary']
9374,"chairman
",['chairman']
9375,"rearrangement
","['rear', '##rang', '##ement']"
9376,"edison
",['edison']
9377,"ejection
","['e', '##ject', '##ion']"
9378,"aswelded
","['as', '##we', '##lde', '##d']"
9379,"northern
",['northern']
9380,"nonzero
","['non', '##zer', '##o']"
9381,"adherent
","['adhere', '##nt']"
9382,"transparent
",['transparent']
9383,"##arbeiten
","['#', '#', 'ar', '##bei', '##ten']"
9384,"##kanal
","['#', '#', 'kan', '##al']"
9385,"summation
","['sum', '##mation']"
9386,"##alt
","['#', '#', 'alt']"
9387,"adjustable
",['adjustable']
9388,"##stellung
","['#', '#', 'ste', '##ll', '##ung']"
9389,"rdt
","['rd', '##t']"
9390,"collisions
",['collisions']
9391,"fiihren
","['fi', '##ih', '##ren']"
9392,"brook
",['brook']
9393,"highlighted
",['highlighted']
9394,"glow
",['glow']
9395,"claimed
",['claimed']
9396,"ship
",['ship']
9397,"##volume
","['#', '#', 'volume']"
9398,"##viv
","['#', '#', 'vi', '##v']"
9399,"nanocrystals
","['nano', '##cr', '##yst', '##als']"
9400,"##ents
","['#', '#', 'en', '##ts']"
9401,"heliumbond
","['helium', '##bon', '##d']"
9402,"##sia
","['#', '#', 'si', '##a']"
9403,"faut
","['fa', '##ut']"
9404,"pez
","['pe', '##z']"
9405,"kin
",['kin']
9406,"eit
","['e', '##it']"
9407,"itt
","['it', '##t']"
9408,"##lc
","['#', '#', 'lc']"
9409,"odd
",['odd']
9410,"cie
","['ci', '##e']"
9411,"ide
","['id', '##e']"
9412,"seriously
",['seriously']
9413,"toxic
",['toxic']
9414,"correlat
","['co', '##rre', '##lat']"
9415,"alip
","['ali', '##p']"
9416,"ro
",['ro']
9417,"season
",['season']
9418,"##fy
","['#', '#', 'f', '##y']"
9419,"faulty
",['faulty']
9420,"bid
",['bid']
9421,"cp
",['cp']
9422,"yl
","['y', '##l']"
9423,"##traditional
","['#', '#', 'traditional']"
9424,"backfill
","['back', '##fi', '##ll']"
9425,"##difference
","['#', '#', 'difference']"
9426,"##hydrogen
","['#', '#', 'hydrogen']"
9427,"##amp
","['#', '#', 'amp']"
9428,"moist
",['moist']
9429,"ooll
","['o', '##oll']"
9430,"ziel
","['z', '##iel']"
9431,"##pel
","['#', '#', 'pe', '##l']"
9432,"sll
","['sl', '##l']"
9433,"##aay
","['#', '#', 'aa', '##y']"
9434,"lev
",['lev']
9435,"##function
","['#', '#', 'function']"
9436,"##jn
","['#', '#', 'j', '##n']"
9437,"##dle
","['#', '#', 'dl', '##e']"
9438,"ado
","['ad', '##o']"
9439,"##rec
","['#', '#', 'rec']"
9440,"folge
","['f', '##ol', '##ge']"
9441,"star
",['star']
9442,"##lvy
","['#', '#', 'l', '##vy']"
9443,"whil
","['w', '##hil']"
9444,"sequential
",['sequential']
9445,"nei
","['ne', '##i']"
9446,"fecr
","['fe', '##cr']"
9447,"##aet
","['#', '#', 'ae', '##t']"
9448,"##nar
","['#', '#', 'na', '##r']"
9449,"xa
","['x', '##a']"
9450,"dil
",['dil']
9451,"virgin
",['virgin']
9452,"monolith
","['mono', '##lit', '##h']"
9453,"achievable
","['ac', '##hi', '##eva', '##ble']"
9454,"anomaly
",['anomaly']
9455,"dissolving
","['di', '##sso', '##lving']"
9456,"purging
","['pu', '##rg', '##ing']"
9457,"certified
",['certified']
9458,"omitted
",['omitted']
9459,"pendant
",['pendant']
9460,"pew
",['pew']
9461,"##wil
","['#', '#', 'wil']"
9462,"butterfly
",['butterfly']
9463,"gulf
",['gulf']
9464,"printout
","['print', '##out']"
9465,"workhardening
","['work', '##hard', '##ening']"
9466,"pileup
","['pile', '##up']"
9467,"ubend
","['u', '##ben', '##d']"
9468,"##ouy
","['#', '#', 'ou', '##y']"
9469,"alors
","['al', '##ors']"
9470,"halves
",['halves']
9471,"mechanistic
","['me', '##chan', '##istic']"
9472,"collar
",['collar']
9473,"lowdensity
","['low', '##den', '##sity']"
9474,"verwendun
","['ve', '##r', '##wen', '##dun']"
9475,"gering
","['ge', '##ring']"
9476,"destroyed
",['destroyed']
9477,"##jin
","['#', '#', 'jin']"
9478,"amm
","['am', '##m']"
9479,"do
",['do']
9480,"##material
","['#', '#', 'material']"
9481,"##series
","['#', '#', 'series']"
9482,"gran
",['gran']
9483,"heap
",['heap']
9484,"philips
",['philips']
9485,"variabilit
","['var', '##ia', '##bil', '##it']"
9486,"##seg
","['#', '#', 'se', '##g']"
9487,"generic
",['generic']
9488,"gt
",['gt']
9489,"standardized
",['standardized']
9490,"mu
",['mu']
9491,"kak
","['ka', '##k']"
9492,"##lar
","['#', '#', 'la', '##r']"
9493,"##oph
","['#', '#', 'op', '##h']"
9494,"ece
","['ec', '##e']"
9495,"ozt
","['oz', '##t']"
9496,"##xt
","['#', '#', 'x', '##t']"
9497,"wv
","['w', '##v']"
9498,"rew
","['re', '##w']"
9499,"refe
","['ref', '##e']"
9500,"##eit
","['#', '#', 'e', '##it']"
9501,"doing
",['doing']
9502,"seb
","['se', '##b']"
9503,"zet
","['ze', '##t']"
9504,"##zes
","['#', '#', 'ze', '##s']"
9505,"tiv
","['ti', '##v']"
9506,"lb
",['lb']
9507,"ting
",['ting']
9508,"##moy
","['#', '#', 'mo', '##y']"
9509,"##esse
","['#', '#', 'es', '##se']"
9510,"##cooling
","['#', '#', 'cooling']"
9511,"##él
","['#', '#', 'el']"
9512,"triggering
",['triggering']
9513,"##lh
","['#', '#', 'l', '##h']"
9514,"alg
","['al', '##g']"
9515,"oxy
","['ox', '##y']"
9516,"##ergebnisse
","['#', '#', 'er', '##ge', '##bn', '##isse']"
9517,"##resolution
","['#', '#', 'resolution']"
9518,"sve
","['sv', '##e']"
9519,"schi
","['sc', '##hi']"
9520,"rib
",['rib']
9521,"marki
","['mark', '##i']"
9522,"##gon
","['#', '#', 'go', '##n']"
9523,"hau
","['ha', '##u']"
9524,"tms
","['t', '##ms']"
9525,"simplify
","['sim', '##plify']"
9526,"coa
",['coa']
9527,"thermostats
","['the', '##rm', '##osta', '##ts']"
9528,"cacl
","['ca', '##cl']"
9529,"organizations
",['organizations']
9530,"ooot
","['o', '##oot']"
9531,"ayn
","['a', '##yn']"
9532,"##section
","['#', '#', 'section']"
9533,"modest
",['modest']
9534,"rou
","['ro', '##u']"
9535,"island
",['island']
9536,"isomer
","['iso', '##mer']"
9537,"##systems
","['#', '#', 'systems']"
9538,"examining
",['examining']
9539,"extensometer
","['ex', '##tens', '##ometer']"
9540,"historical
",['historical']
9541,"plymouth
",['plymouth']
9542,"lvdt
","['l', '##vd', '##t']"
9543,"sé
",['se']
9544,"thru
",['thru']
9545,"abschnitt
","['abs', '##ch', '##ni', '##tt']"
9546,"caustic
","['ca', '##ust', '##ic']"
9547,"emerging
",['emerging']
9548,"bisher
","['bis', '##her']"
9549,"fragmentation
",['fragmentation']
9550,"fesem
","['fe', '##se', '##m']"
9551,"unimplanted
","['un', '##im', '##pl', '##ante', '##d']"
9552,"inverted
",['inverted']
9553,"tang
",['tang']
9554,"thinwall
","['thin', '##wall']"
9555,"nonlinearity
","['nonlinear', '##ity']"
9556,"##mno
","['#', '#', 'mn', '##o']"
9557,"duty
",['duty']
9558,"##ori
","['#', '#', 'or', '##i']"
9559,"thanks
",['thanks']
9560,"wav
","['wa', '##v']"
9561,"##ella
","['#', '#', 'ella']"
9562,"tga
","['t', '##ga']"
9563,"circuitry
","['circuit', '##ry']"
9564,"hoh
","['ho', '##h']"
9565,"##yv
","['#', '#', 'y', '##v']"
9566,"fastflux
","['fast', '##fl', '##ux']"
9567,"projection
",['projection']
9568,"##eht
","['#', '#', 'eh', '##t']"
9569,"zz
","['z', '##z']"
9570,"##void
","['#', '#', 'void']"
9571,"informa
","['inform', '##a']"
9572,"eq
","['e', '##q']"
9573,"overpower
","['over', '##power']"
9574,"obere
","['obe', '##re']"
9575,"beach
",['beach']
9576,"dichte
","['di', '##cht', '##e']"
9577,"##ventil
","['#', '#', 'vent', '##il']"
9578,"##sig
","['#', '#', 'si', '##g']"
9579,"propose
",['propose']
9580,"fel
","['fe', '##l']"
9581,"##site
","['#', '#', 'site']"
9582,"##sha
","['#', '#', 'sha']"
9583,"cere
","['ce', '##re']"
9584,"##stra
","['#', '#', 'st', '##ra']"
9585,"links
",['links']
9586,"resistances
","['resistance', '##s']"
9587,"subjects
",['subjects']
9588,"##sphere
","['#', '#', 'sphere']"
9589,"##ayy
","['#', '#', 'a', '##y', '##y']"
9590,"ature
","['at', '##ure']"
9591,"##pey
","['#', '#', 'pe', '##y']"
9592,"stz
","['st', '##z']"
9593,"bss
","['bs', '##s']"
9594,"##oet
","['#', '#', 'o', '##et']"
9595,"him
",['him']
9596,"##old
","['#', '#', 'old']"
9597,"seh
","['se', '##h']"
9598,"sng
","['s', '##ng']"
9599,"asp
","['as', '##p']"
9600,"##pee
","['#', '#', 'pee']"
9601,"##ead
","['#', '#', 'ea', '##d']"
9602,"lav
","['la', '##v']"
9603,"qt
","['q', '##t']"
9604,"aly
","['al', '##y']"
9605,"teas
","['tea', '##s']"
9606,"jin
",['jin']
9607,"evolve
",['evolve']
9608,"paint
",['paint']
9609,"oxidize
","['ox', '##idi', '##ze']"
9610,"mcm
","['mc', '##m']"
9611,"onig
","['on', '##ig']"
9612,"nse
","['ns', '##e']"
9613,"lem
","['le', '##m']"
9614,"ley
",['ley']
9615,"lop
","['lo', '##p']"
9616,"akadémia
","['aka', '##de', '##mia']"
9617,"capacitor
","['cap', '##ac', '##itor']"
9618,"fluctuating
","['flu', '##ct', '##uating']"
9619,"sécurité
","['sec', '##uri', '##te']"
9620,"systéme
","['system', '##e']"
9621,"dazu
","['da', '##zu']"
9622,"cryogenic
","['cry', '##ogenic']"
9623,"pessimistic
","['pe', '##ssi', '##mist', '##ic']"
9624,"coulometric
","['co', '##ulo', '##metric']"
9625,"##tad
","['#', '#', 'tad']"
9626,"##aad
","['#', '#', 'aa', '##d']"
9627,"effusion
","['e', '##ff', '##usion']"
9628,"hotcold
","['hot', '##col', '##d']"
9629,"voltmeter
","['vol', '##tm', '##eter']"
9630,"gtaw
","['gt', '##aw']"
9631,"ecap
","['ec', '##ap']"
9632,"deutlich
","['de', '##ut', '##lich']"
9633,"checkout
","['check', '##out']"
9634,"resistive
","['resist', '##ive']"
9635,"thermometer
","['the', '##rm', '##ometer']"
9636,"modulation
",['modulation']
9637,"modifier
","['mod', '##ifier']"
9638,"overhead
",['overhead']
9639,"inflow
","['in', '##flow']"
9640,"overheating
","['over', '##hea', '##ting']"
9641,"judged
",['judged']
9642,"##cec
","['#', '#', 'ce', '##c']"
