,original_word,tokenized_by_bert
3001,"##uni
","['un', '##i']"
3002,"vaporized
","['vapor', '##ized']"
3003,"ange
","['ang', '##e']"
3004,"selfshield
","['self', '##shi', '##eld']"
3005,"nea
","['ne', '##a']"
3006,"##wod
","['wo', '##d']"
3007,"obtainable
","['obtain', '##able']"
3008,"##ides
","['id', '##es']"
3009,"iode
","['io', '##de']"
3010,"rinse
","['ri', '##nse']"
3011,"kor
","['ko', '##r']"
3012,"licl
","['li', '##cl']"
3013,"inserting
","['insert', '##ing']"
3014,"otz
","['ot', '##z']"
3015,"uoti
","['u', '##ot', '##i']"
3016,"cru
","['cr', '##u']"
3017,"equ
","['e', '##qu']"
3018,"konstruktive
","['ko', '##nst', '##ru', '##kti', '##ve']"
3019,"##zed
","['ze', '##d']"
3020,"##mol
","['mo', '##l']"
3021,"crucibles
","['cr', '##ucible', '##s']"
3022,"aia
","['ai', '##a']"
3023,"ensur
","['en', '##sur']"
3024,"crystallites
","['crystal', '##lite', '##s']"
3025,"yc
","['y', '##c']"
3026,"correspondingly
","['corresponding', '##ly']"
3027,"equiaxed
","['e', '##qui', '##ax', '##ed']"
3028,"gemessen
","['gem', '##ess', '##en']"
3029,"isochronal
","['iso', '##ch', '##rona', '##l']"
3030,"##cyclotron
","['cy', '##cl', '##ot', '##ron']"
3031,"pressurizing
","['press', '##uri', '##zing']"
3032,"erreichen
","['er', '##re', '##iche', '##n']"
3033,"freezeseal
","['freeze', '##sea', '##l']"
3034,"mismatch
","['mis', '##mat', '##ch']"
3035,"pivot
","['pi', '##vot']"
3036,"comlocatemse
","['com', '##lo', '##cate', '##ms', '##e']"
3037,"heifidampf
","['he', '##if', '##ida', '##mp', '##f']"
3038,"granular
","['gran', '##ular']"
3039,"compressibility
","['com', '##press', '##ibility']"
3040,"gré
","['gr', '##e']"
3041,"coeur
","['coe', '##ur']"
3042,"psp
","['ps', '##p']"
3043,"##ometric
","['om', '##et', '##ric']"
3044,"##analyse
","['anal', '##yse']"
3045,"systemdruck
","['system', '##dr', '##uck']"
3046,"aud
","['au', '##d']"
3047,"amine
","['amin', '##e']"
3048,"aufbau
","['auf', '##bau']"
3049,"instrum
","['ins', '##trum']"
3050,"##ccc
","['cc', '##c']"
3051,"ih
","['i', '##h']"
3052,"##iag
","['ia', '##g']"
3053,"pis
","['pi', '##s']"
3054,"poi
","['po', '##i']"
3055,"stm
","['st', '##m']"
3056,"ysu
","['y', '##su']"
3057,"liegen
","['liege', '##n']"
3058,"bla
","['b', '##la']"
3059,"problémes
","['problem', '##es']"
3060,"##ency
","['en', '##cy']"
3061,"##ically
","['ic', '##ally']"
3062,"orn
","['or', '##n']"
3063,"mie
","['mi', '##e']"
3064,"gri
","['gr', '##i']"
3065,"##sut
","['su', '##t']"
3066,"megawatt
","['mega', '##wat', '##t']"
3067,"##ssi
","['ss', '##i']"
3068,"##dwod
","['d', '##wo', '##d']"
3069,"ohms
","['oh', '##ms']"
3070,"##bre
","['br', '##e']"
3071,"pursu
","['pu', '##rs', '##u']"
3072,"teot
","['te', '##ot']"
3073,"werkstoff
","['we', '##rks', '##to', '##ff']"
3074,"optimizing
","['opt', '##imi', '##zing']"
3075,"sowohl
","['so', '##wo', '##hl']"
3076,"quadrature
","['quad', '##rat', '##ure']"
3077,"coalescence
","['coal', '##escence']"
3078,"peuvent
","['pe', '##uven', '##t']"
3079,"lbhr
","['lb', '##hr']"
3080,"gts
","['gt', '##s']"
3081,"blockages
","['block', '##ages']"
3082,"ire
","['ir', '##e']"
3083,"homogenized
","['homo', '##gen', '##ized']"
3084,"firstorder
","['first', '##ord', '##er']"
3085,"sna
","['s', '##na']"
3086,"##ria
","['ri', '##a']"
3087,"rgo
","['r', '##go']"
3088,"els
","['el', '##s']"
3089,"multiplying
","['multi', '##ply', '##ing']"
3090,"fec
","['fe', '##c']"
3091,"##eurs
","['eu', '##rs']"
3092,"##raum
","['ra', '##um']"
3093,"##ometry
","['om', '##et', '##ry']"
3094,"originat
","['origin', '##at']"
3095,"zon
","['z', '##on']"
3096,"mov
","['mo', '##v']"
3097,"dist
","['di', '##st']"
3098,"##leitungen
","['lei', '##tung', '##en']"
3099,"gett
","['get', '##t']"
3100,"yttria
","['y', '##tt', '##ria']"
3101,"##erg
","['er', '##g']"
3102,"##atio
","['at', '##io']"
3103,"wnt
","['w', '##nt']"
3104,"pare
","['par', '##e']"
3105,"ebenfalls
","['e', '##ben', '##falls']"
3106,"dargestellt
","['dar', '##ges', '##tell', '##t']"
3107,"kgs
","['kg', '##s']"
3108,"##ector
","['ec', '##tor']"
3109,"matériaux
","['mater', '##ia', '##ux']"
3110,"plugged
","['plug', '##ged']"
3111,"shortterm
","['short', '##ter', '##m']"
3112,"générateurs
","['generate', '##urs']"
3113,"sortie
","['sort', '##ie']"
3114,"superalloys
","['super', '##all', '##oys']"
3115,"lig
","['li', '##g']"
3116,"##mot
","['mo', '##t']"
3117,"coolants
","['cool', '##ants']"
3118,"ethylene
","['et', '##hyl', '##ene']"
3119,"alloyed
","['alloy', '##ed']"
3120,"sof
","['so', '##f']"
3121,"ath
","['at', '##h']"
3122,"rsc
","['rs', '##c']"
3123,"eur
","['eu', '##r']"
3124,"actuate
","['act', '##uate']"
3125,"demonstrat
","['demons', '##tra', '##t']"
3126,"pae
","['pa', '##e']"
3127,"reactants
","['react', '##ants']"
3128,"ros
","['ro', '##s']"
3129,"##typ
","['ty', '##p']"
3130,"partir
","['part', '##ir']"
3131,"multilayers
","['multi', '##layer', '##s']"
3132,"jua
","['ju', '##a']"
3133,"wey
","['we', '##y']"
3134,"##idad
","['ida', '##d']"
3135,"bac
","['ba', '##c']"
3136,"nahe
","['nah', '##e']"
3137,"sorbent
","['so', '##rb', '##ent']"
3138,"aor
","['ao', '##r']"
3139,"fgm
","['f', '##gm']"
3140,"##temperaturen
","['temperature', '##n']"
3141,"coldleg
","['cold', '##leg']"
3142,"squ
","['sq', '##u']"
3143,"sree
","['sr', '##ee']"
3144,"kerns
","['kern', '##s']"
3145,"swa
","['sw', '##a']"
3146,"oel
","['o', '##el']"
3147,"setpoint
","['set', '##point']"
3148,"reheat
","['re', '##hea', '##t']"
3149,"##ular
","['ul', '##ar']"
3150,"yb
","['y', '##b']"
3151,"lowlevel
","['low', '##lev', '##el']"
3152,"unterschiedlich
","['un', '##ters', '##chi', '##ed', '##lich']"
3153,"nac
","['na', '##c']"
3154,"##eal
","['ea', '##l']"
3155,"##rohr
","['ro', '##hr']"
3156,"##sty
","['st', '##y']"
3157,"##uay
","['ua', '##y']"
3158,"silicide
","['si', '##lic', '##ide']"
3159,"pbf
","['p', '##bf']"
3160,"pid
","['pi', '##d']"
3161,"toc
","['to', '##c']"
3162,"##punkt
","['punk', '##t']"
3163,"##cre
","['cr', '##e']"
3164,"##ade
","['ad', '##e']"
3165,"ets
","['et', '##s']"
3166,"aed
","['ae', '##d']"
3167,"##gle
","['g', '##le']"
3168,"toh
","['to', '##h']"
3169,"gew
","['ge', '##w']"
3170,"tru
","['tr', '##u']"
3171,"qo
","['q', '##o']"
3172,"dac
","['da', '##c']"
3173,"lanthanide
","['lan', '##than', '##ide']"
3174,"nie
","['ni', '##e']"
3175,"semiconductors
","['semiconductor', '##s']"
3176,"seq
","['se', '##q']"
3177,"paramagnetic
","['para', '##ma', '##gne', '##tic']"
3178,"measurable
","['me', '##asurable']"
3179,"toz
","['to', '##z']"
3180,"gegeben
","['ge', '##ge', '##ben']"
3181,"pka
","['p', '##ka']"
3182,"##ech
","['ec', '##h']"
3183,"venting
","['vent', '##ing']"
3184,"pil
","['pi', '##l']"
3185,"orific
","['or', '##ific']"
3186,"##ona
","['on', '##a']"
3187,"##aetca
","['ae', '##tc', '##a']"
3188,"solutes
","['sol', '##ute', '##s']"
3189,"gis
","['gi', '##s']"
3190,"erg
","['er', '##g']"
3191,"gom
","['go', '##m']"
3192,"hydrotest
","['hydro', '##test']"
3193,"##oad
","['o', '##ad']"
3194,"thu
","['th', '##u']"
3195,"preclude
","['pre', '##cl', '##ude']"
3196,"##ccscc
","['cc', '##sc', '##c']"
3197,"paragraphs
","['paragraph', '##s']"
3198,"arrhenius
","['ar', '##rh', '##eni', '##us']"
3199,"deleterious
","['del', '##eter', '##ious']"
3200,"karthik
","['ka', '##rth', '##ik']"
3201,"langmuir
","['lang', '##mu', '##ir']"
3202,"angenommen
","['ang', '##eno', '##mme', '##n']"
3203,"scintillation
","['sci', '##nti', '##llation']"
3204,"eingesetzt
","['ein', '##ges', '##etz', '##t']"
3205,"aco
","['ac', '##o']"
3206,"swi
","['sw', '##i']"
3207,"nig
","['ni', '##g']"
3208,"ndodecane
","['n', '##do', '##de', '##can', '##e']"
3209,"conceivable
","['con', '##ce', '##iva', '##ble']"
3210,"validate
","['valid', '##ate']"
3211,"remarkabl
","['remark', '##ab', '##l']"
3212,"zn
","['z', '##n']"
3213,"weldability
","['we', '##lda', '##bility']"
3214,"dosimetri
","['dos', '##ime', '##tri']"
3215,"yea
","['ye', '##a']"
3216,"##uid
","['ui', '##d']"
3217,"ppb
","['pp', '##b']"
3218,"##eys
","['e', '##ys']"
3219,"pon
","['po', '##n']"
3220,"utilis
","['ut', '##ilis']"
3221,"##isi
","['is', '##i']"
3222,"microcracks
","['micro', '##cr', '##ack', '##s']"
3223,"##ehua
","['eh', '##ua']"
3224,"aur
","['au', '##r']"
3225,"cem
","['ce', '##m']"
3226,"entwicklung
","['en', '##t', '##wick', '##lun', '##g']"
3227,"gse
","['gs', '##e']"
3228,"dopant
","['do', '##pan', '##t']"
3229,"const
","['con', '##st']"
3230,"torsion
","['tor', '##sion']"
3231,"eigenvalues
","['e', '##igen', '##val', '##ues']"
3232,"inadvertent
","['ina', '##d', '##vert', '##ent']"
3233,"transpiration
","['trans', '##piration']"
3234,"rtms
","['rt', '##ms']"
3235,"circumference
","['ci', '##rc', '##um', '##ference']"
3236,"ganesan
","['gan', '##esa', '##n']"
3237,"shrinkage
","['shrink', '##age']"
3238,"uncd
","['un', '##cd']"
3239,"multiaxial
","['multi', '##ax', '##ial']"
3240,"bmimpf
","['b', '##mi', '##mp', '##f']"
3241,"recirculation
","['rec', '##ir', '##cula', '##tion']"
3242,"tableau
","['table', '##au']"
3243,"##dw
","['d', '##w']"
3244,"longrange
","['long', '##rang', '##e']"
3245,"idealized
","['ideal', '##ized']"
3246,"inductance
","['ind', '##uc', '##tance']"
3247,"rahmen
","['ra', '##hm', '##en']"
3248,"inletleg
","['inlet', '##leg']"
3249,"beispiel
","['bei', '##sp', '##iel']"
3250,"##kreislauf
","['k', '##re', '##is', '##lau', '##f']"
3251,"##bho
","['b', '##ho']"
3252,"isas
","['isa', '##s']"
3253,"wod
","['wo', '##d']"
3254,"##lli
","['ll', '##i']"
3255,"lowcycle
","['low', '##cycle']"
3256,"wirewrap
","['wire', '##wr', '##ap']"
3257,"vos
","['vo', '##s']"
3258,"binder
","['bind', '##er']"
3259,"nanorods
","['nano', '##rod', '##s']"
3260,"##cos
","['co', '##s']"
3261,"lh
","['l', '##h']"
3262,"standort
","['stand', '##ort']"
3263,"arg
","['ar', '##g']"
3264,"##awa
","['aw', '##a']"
3265,"distortions
","['distortion', '##s']"
3266,"##istic
","['ist', '##ic']"
3267,"subdivid
","['sub', '##di', '##vid']"
3268,"##nag
","['na', '##g']"
3269,"deviate
","['devi', '##ate']"
3270,"ord
","['or', '##d']"
3271,"##zahl
","['za', '##hl']"
3272,"##bd
","['b', '##d']"
3273,"##yos
","['yo', '##s']"
3274,"tous
","['to', '##us']"
3275,"plo
","['pl', '##o']"
3276,"ker
","['ke', '##r']"
3277,"ingots
","['ing', '##ots']"
3278,"détecteur
","['detect', '##eur']"
3279,"ket
","['ke', '##t']"
3280,"aar
","['aa', '##r']"
3281,"kr
","['k', '##r']"
3282,"##num
","['nu', '##m']"
3283,"cca
","['cc', '##a']"
3284,"##zd
","['z', '##d']"
3285,"##hne
","['h', '##ne']"
3286,"##betrieb
","['bet', '##rie', '##b']"
3287,"différents
","['different', '##s']"
3288,"irreversible
","['ir', '##re', '##vers', '##ible']"
3289,"métallique
","['metal', '##li', '##que']"
3290,"unalloyed
","['una', '##llo', '##yed']"
3291,"fiihrt
","['fi', '##ih', '##rt']"
3292,"sulfide
","['sul', '##fide']"
3293,"panigrahi
","['pan', '##ig', '##rah', '##i']"
3294,"weise
","['wei', '##se']"
3295,"annuli
","['ann', '##uli']"
3296,"hotleg
","['hot', '##leg']"
3297,"kal
","['ka', '##l']"
3298,"esser
","['es', '##ser']"
3299,"furnaces
","['furnace', '##s']"
3300,"##unn
","['un', '##n']"
3301,"masse
","['mass', '##e']"
3302,"preferentially
","['prefer', '##ential', '##ly']"
3303,"voll
","['vol', '##l']"
3304,"##nq
","['n', '##q']"
3305,"mpe
","['mp', '##e']"
3306,"nao
","['na', '##o']"
3307,"##uis
","['ui', '##s']"
3308,"##enne
","['en', '##ne']"
3309,"mop
","['mo', '##p']"
3310,"##ury
","['ur', '##y']"
3311,"erwarten
","['er', '##wart', '##en']"
3312,"tg
","['t', '##g']"
3313,"##bedingungen
","['bed', '##ing', '##ungen']"
3314,"##sst
","['ss', '##t']"
3315,"yon
","['yo', '##n']"
3316,"spt
","['sp', '##t']"
3317,"fft
","['ff', '##t']"
3318,"stainlesssteel
","['stainless', '##ste', '##el']"
3319,"##rre
","['rr', '##e']"
3320,"chromatograph
","['ch', '##rom', '##ato', '##graph']"
3321,"reducers
","['reduce', '##rs']"
3322,"##iin
","['ii', '##n']"
3323,"atte
","['at', '##te']"
3324,"incipient
","['inc', '##ip', '##ient']"
3325,"vortices
","['vo', '##rti', '##ces']"
3326,"methodologies
","['method', '##ologies']"
3327,"stoppage
","['stop', '##page']"
3328,"casks
","['cas', '##ks']"
3329,"nanoscale
","['nano', '##sca', '##le']"
3330,"radiator
","['ra', '##dia', '##tor']"
3331,"foregoing
","['fore', '##going']"
3332,"##utt
","['ut', '##t']"
3333,"licikci
","['li', '##ci', '##k', '##ci']"
3334,"sloshing
","['sl', '##oshi', '##ng']"
3335,"envisaged
","['en', '##vis', '##aged']"
3336,"jeweil
","['jew', '##eil']"
3337,"biindel
","['bi', '##ind', '##el']"
3338,"cmpo
","['cm', '##po']"
3339,"gitter
","['gi', '##tter']"
3340,"rsi
","['rs', '##i']"
3341,"aluminide
","['al', '##umi', '##ni', '##de']"
3342,"##zey
","['ze', '##y']"
3343,"marginally
","['marginal', '##ly']"
3344,"##cse
","['cs', '##e']"
3345,"fron
","['fr', '##on']"
3346,"dosis
","['dos', '##is']"
3347,"onn
","['on', '##n']"
3348,"##eyy
","['e', '##y', '##y']"
3349,"ligands
","['ligand', '##s']"
3350,"fy
","['f', '##y']"
3351,"##metp
","['met', '##p']"
3352,"filtres
","['fi', '##lt', '##res']"
3353,"##sses
","['ss', '##es']"
3354,"corr
","['co', '##rr']"
3355,"kgm
","['kg', '##m']"
3356,"tenn
","['ten', '##n']"
3357,"zot
","['z', '##ot']"
3358,"rh
","['r', '##h']"
3359,"##feld
","['fe', '##ld']"
3360,"aga
","['ag', '##a']"
3361,"dum
","['du', '##m']"
3362,"##perature
","['per', '##at', '##ure']"
3363,"assemblage
","['ass', '##em', '##bla', '##ge']"
3364,"spaltprodukte
","['spa', '##lt', '##pro', '##duk', '##te']"
3365,"fet
","['fe', '##t']"
3366,"nécessaire
","['nec', '##ess', '##aire']"
3367,"cryostat
","['cry', '##osta', '##t']"
3368,"hemtpohob
","['hem', '##tp', '##oh', '##ob']"
3369,"reflectivity
","['reflect', '##ivity']"
3370,"stellite
","['ste', '##lli', '##te']"
3371,"hydrolysis
","['hydro', '##lysis']"
3372,"ergab
","['er', '##ga', '##b']"
3373,"mwdtonne
","['mw', '##dt', '##onne']"
3374,"courant
","['co', '##ura', '##nt']"
3375,"gadolinium
","['ga', '##do', '##lini', '##um']"
3376,"hoist
","['ho', '##ist']"
3377,"conductive
","['conduct', '##ive']"
3378,"##zon
","['z', '##on']"
3379,"bestimmung
","['best', '##im', '##mun', '##g']"
3380,"shel
","['she', '##l']"
3381,"igc
","['i', '##gc']"
3382,"##rar
","['ra', '##r']"
3383,"##sio
","['si', '##o']"
3384,"##ias
","['ia', '##s']"
3385,"clamping
","['cl', '##amp', '##ing']"
3386,"hci
","['hc', '##i']"
3387,"orifices
","['or', '##ifice', '##s']"
3388,"spectres
","['spec', '##tres']"
3389,"ence
","['en', '##ce']"
3390,"arn
","['ar', '##n']"
3391,"esr
","['es', '##r']"
3392,"nou
","['no', '##u']"
3393,"transmitt
","['transmit', '##t']"
3394,"cathodes
","['cat', '##ho', '##des']"
3395,"deflections
","['def', '##le', '##ctions']"
3396,"mst
","['ms', '##t']"
3397,"##kl
","['k', '##l']"
3398,"interatom
","['inter', '##ato', '##m']"
3399,"acknowledgments
","['ac', '##k', '##now', '##led', '##gm', '##ents']"
3400,"absorbers
","['absorb', '##ers']"
3401,"##hg
","['h', '##g']"
3402,"technol
","['techno', '##l']"
3403,"characteriz
","['character', '##iz']"
3404,"##enen
","['en', '##en']"
3405,"berechnet
","['be', '##re', '##ch', '##net']"
3406,"aol
","['ao', '##l']"
3407,"superalloy
","['super', '##all', '##oy']"
3408,"propagate
","['prop', '##aga', '##te']"
3409,"##iter
","['it', '##er']"
3410,"verbunden
","['verb', '##und', '##en']"
3411,"mcgrawhill
","['mcgraw', '##hill']"
3412,"anwendung
","['an', '##wen', '##dun', '##g']"
3413,"countercurrent
","['counter', '##cu', '##rre', '##nt']"
3414,"octahedral
","['oct', '##ah', '##ed', '##ral']"
3415,"mur
","['mu', '##r']"
3416,"##ays
","['a', '##ys']"
3417,"spalling
","['spa', '##lling']"
3418,"init
","['in', '##it']"
3419,"titanb
","['titan', '##b']"
3420,"##ehma
","['eh', '##ma']"
3421,"##rmodynamically
","['rm', '##od', '##yna', '##mic', '##ally']"
3422,"hag
","['ha', '##g']"
3423,"##scs
","['sc', '##s']"
3424,"bericht
","['be', '##rich', '##t']"
3425,"eda
","['ed', '##a']"
3426,"##ille
","['ill', '##e']"
3427,"silt
","['si', '##lt']"
3428,"aciers
","['ac', '##iers']"
3429,"sieve
","['si', '##eve']"
3430,"anordnung
","['an', '##ord', '##nu', '##ng']"
3431,"##vig
","['vi', '##g']"
3432,"##oxid
","['ox', '##id']"
3433,"##programm
","['program', '##m']"
3434,"lof
","['lo', '##f']"
3435,"##ures
","['ur', '##es']"
3436,"orm
","['or', '##m']"
3437,"##oratory
","['or', '##atory']"
3438,"catalysts
","['catalyst', '##s']"
3439,"dort
","['do', '##rt']"
3440,"cus
","['cu', '##s']"
3441,"##uet
","['u', '##et']"
3442,"wid
","['wi', '##d']"
3443,"bod
","['bo', '##d']"
3444,"ume
","['um', '##e']"
3445,"lett
","['let', '##t']"
3446,"faire
","['fair', '##e']"
3447,"générateur
","['generate', '##ur']"
3448,"##rop
","['ro', '##p']"
3449,"##alakshmi
","['ala', '##ks', '##hmi']"
3450,"oscilloscope
","['os', '##ci', '##llo', '##scope']"
3451,"oscillating
","['os', '##ci', '##lla', '##ting']"
3452,"venkataraman
","['ve', '##nka', '##tara', '##man']"
3453,"natesan
","['nate', '##san']"
3454,"fabricating
","['fabric', '##ating']"
3455,"depleteduranium
","['depleted', '##ura', '##nium']"
3456,"counterchamber
","['counter', '##cha', '##mber']"
3457,"marag
","['mara', '##g']"
3458,"spacers
","['space', '##rs']"
3459,"arrét
","['ar', '##ret']"
3460,"noissi
","['no', '##iss', '##i']"
3461,"mwdton
","['mw', '##dt', '##on']"
3462,"ionscm
","['ions', '##cm']"
3463,"dete
","['det', '##e']"
3464,"##kk
","['k', '##k']"
3465,"sinha
","['sin', '##ha']"
3466,"sinusoidal
","['sin', '##uso', '##idal']"
3467,"dae
","['da', '##e']"
3468,"##toa
","['to', '##a']"
3469,"plu
","['pl', '##u']"
3470,"##nte
","['nt', '##e']"
3471,"flr
","['fl', '##r']"
3472,"zse
","['z', '##se']"
3473,"seit
","['se', '##it']"
3474,"coz
","['co', '##z']"
3475,"##sser
","['ss', '##er']"
3476,"mh
","['m', '##h']"
3477,"hydrodynamics
","['hydro', '##dy', '##nami', '##cs']"
3478,"usec
","['use', '##c']"
3479,"micelles
","['mice', '##lles']"
3480,"zi
","['z', '##i']"
3481,"atg
","['at', '##g']"
3482,"##xg
","['x', '##g']"
3483,"##bg
","['b', '##g']"
3484,"hh
","['h', '##h']"
3485,"##kosten
","['ko', '##sten']"
3486,"##besondere
","['be', '##son', '##der', '##e']"
3487,"prototypical
","['proto', '##typical']"
3488,"##vers
","['ve', '##rs']"
3489,"##oug
","['ou', '##g']"
3490,"tew
","['te', '##w']"
3491,"kritische
","['k', '##rit', '##ische']"
3492,"##gre
","['gr', '##e']"
3493,"beginn
","['begin', '##n']"
3494,"paq
","['pa', '##q']"
3495,"ogo
","['og', '##o']"
3496,"beaker
","['beak', '##er']"
3497,"nucléaire
","['nu', '##cle', '##aire']"
3498,"wavenumber
","['wave', '##num', '##ber']"
3499,"angeordnet
","['ang', '##eo', '##rd', '##net']"
3500,"gegeniiber
","['ge', '##gen', '##ii', '##ber']"
3501,"hardfacing
","['hard', '##fa', '##cing']"
3502,"parabolic
","['para', '##bolic']"
3503,"sawhill
","['saw', '##hill']"
3504,"fusible
","['fu', '##sible']"
3505,"particulier
","['part', '##ic', '##uli', '##er']"
3506,"nanoporous
","['nano', '##por', '##ous']"
3507,"insoluble
","['ins', '##ol', '##ub', '##le']"
3508,"orgjap
","['org', '##ja', '##p']"
3509,"fluorination
","['flu', '##orin', '##ation']"
3510,"tabulation
","['tab', '##ulation']"
3511,"posttest
","['post', '##test']"
3512,"betrachtet
","['bet', '##rac', '##ht', '##et']"
3513,"kjmol
","['k', '##jm', '##ol']"
3514,"eam
","['ea', '##m']"
3515,"atl
","['at', '##l']"
3516,"tez
","['te', '##z']"
3517,"relays
","['relay', '##s']"
3518,"oa
","['o', '##a']"
3519,"hydroxyl
","['hydro', '##xy', '##l']"
3520,"dno
","['d', '##no']"
3521,"yse
","['y', '##se']"
3522,"##ico
","['ic', '##o']"
3523,"##ihs
","['i', '##hs']"
3524,"##opa
","['op', '##a']"
3525,"meth
","['met', '##h']"
3526,"yolo
","['yo', '##lo']"
3527,"yv
","['y', '##v']"
3528,"##orp
","['or', '##p']"
3529,"##tzt
","['t', '##z', '##t']"
3530,"##ulated
","['ul', '##ated']"
3531,"exc
","['ex', '##c']"
3532,"cg
","['c', '##g']"
3533,"lod
","['lo', '##d']"
3534,"asv
","['as', '##v']"
3535,"vac
","['va', '##c']"
3536,"##cur
","['cu', '##r']"
3537,"##anlage
","['an', '##lage']"
3538,"peq
","['pe', '##q']"
3539,"hir
","['hi', '##r']"
3540,"stre
","['st', '##re']"
3541,"expl
","['ex', '##pl']"
3542,"##ros
","['ro', '##s']"
3543,"pte
","['pt', '##e']"
3544,"druckverlust
","['dr', '##uck', '##ver', '##lus', '##t']"
3545,"energ
","['en', '##er', '##g']"
3546,"##nog
","['no', '##g']"
3547,"##amine
","['amin', '##e']"
3548,"untersuchung
","['un', '##ters', '##uch', '##ung']"
3549,"photoacoustic
","['photo', '##aco', '##ust', '##ic']"
3550,"hydrocarbon
","['hydro', '##carbon']"
3551,"facet
","['face', '##t']"
3552,"interlock
","['inter', '##lock']"
3553,"batiments
","['bat', '##ime', '##nts']"
3554,"supersaturation
","['super', '##sat', '##uration']"
3555,"photocatalytic
","['photo', '##cat', '##aly', '##tic']"
3556,"probabilistic
","['pro', '##ba', '##bilis', '##tic']"
3557,"étanchéité
","['eta', '##nche', '##ite']"
3558,"orgaboutrights
","['org', '##ab', '##out', '##right', '##s']"
3559,"rearrangement
","['rear', '##rang', '##ement']"
3560,"ejection
","['e', '##ject', '##ion']"
3561,"aswelded
","['as', '##we', '##lde', '##d']"
3562,"nonzero
","['non', '##zer', '##o']"
3563,"adherent
","['adhere', '##nt']"
3564,"##arbeiten
","['ar', '##bei', '##ten']"
3565,"##kanal
","['kan', '##al']"
